permit,streetname,from_st,to_st
./out/16TOC-3399.csv,BALBOA ST,11TH AVE,Intersection
./out/16TOC-3399.csv,BALBOA ST,12TH AVE,Intersection
./out/16TOC-3399.csv,CABRILLO ST,11TH AVE,Intersection
./out/16TOC-3399.csv,CABRILLO ST,12TH AVE,Intersection
./out/16TOC-3399.csv,CABRILLO ST,10TH AVE,Intersection
./out/16TOC-3399.csv,CALIFORNIA ST,10TH AVE,Intersection
./out/16TOC-3399.csv,CALIFORNIA ST,11TH AVE,Intersection
./out/16TOC-3399.csv,CALIFORNIA ST,12TH AVE,Intersection
./out/16TOC-3399.csv,CLEMENT ST,10TH AVE,Intersection
./out/16TOC-3399.csv,CLEMENT ST,11TH AVE,Intersection
./out/16TOC-3399.csv,CLEMENT ST,12TH AVE,Intersection
./out/16TOC-3399.csv,GEARY BLVD,10TH AVE,Intersection
./out/16TOC-3399.csv,GEARY BLVD,11TH AVE,Intersection
./out/16TOC-3399.csv,GEARY BLVD,12TH AVE,Intersection
./out/16TOC-3399.csv,LAKE ST,10TH AVE,Intersection
./out/16TOC-3399.csv,LAKE ST,11TH AVE,Intersection
./out/16TOC-3399.csv,LAKE ST,12TH AVE,Intersection
./out/16TOC-3570.csv,06TH AVE,CALIFORNIA ST,CORNWALLST
./out/16TOC-3570.csv,06TH AVE,CORNWALL ST,CLEMENT ST
./out/16TOC-3570.csv,06TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-3570.csv,06TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-3570.csv,CABRILLO ST,06TH AVE,Intersection
./out/16TOC-3570.csv,CORNWALL ST,06TH AVE,Intersection
./out/16TOC-4258.csv,26TH AVE,EL CAMINO DELMAR,LAKE ST
./out/16TOC-4258.csv,26TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-4258.csv,26TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-4258.csv,26TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-4258.csv,26TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-4258.csv,26TH AVE,ANZA ST,BALBOA ST
./out/16TOC-4258.csv,26TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4258.csv,26TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-4258.csv,27TH AVE,EL CAMINO DELMAR,LAKE ST
./out/16TOC-4258.csv,27TH AVE,LAKE ST,CALIFORNIAST
./out/16TOC-4258.csv,27TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-4258.csv,27TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-4258.csv,27TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-4258.csv,27TH AVE,ANZA ST,BALBOA ST
./out/16TOC-4258.csv,27TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4258.csv,27TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-4258.csv,28TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-4258.csv,28TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-4258.csv,28TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-4258.csv,28TH AVE,ANZA ST,BALBOA ST
./out/16TOC-4258.csv,28TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4258.csv,28TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-4258.csv,29TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-4258.csv,29TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-4258.csv,29TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-4258.csv,29TH AVE,ANZA ST,BALBOA ST
./out/16TOC-4258.csv,29TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4258.csv,29TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-4258.csv,ANZA ST,26TH AVE,Intersection
./out/16TOC-4258.csv,ANZA ST,27TH AVE,Intersection
./out/16TOC-4258.csv,ANZA ST,28TH AVE,Intersection
./out/16TOC-4258.csv,ANZA ST,29TH AVE,Intersection
./out/16TOC-4258.csv,BALBOA ST,26TH AVE,Intersection
./out/16TOC-4258.csv,BALBOA ST,27TH AVE,Intersection
./out/16TOC-4258.csv,BALBOA ST,28TH AVE,Intersection
./out/16TOC-4258.csv,BALBOA ST,29TH AVE,Intersection
./out/16TOC-4258.csv,CABRILLO ST,26TH AVE,Intersection
./out/16TOC-4258.csv,CABRILLO ST,27TH AVE,Intersection
./out/16TOC-4258.csv,CABRILLO ST,28TH AVE,Intersection
./out/16TOC-4258.csv,CABRILLO ST,29TH AVE,Intersection
./out/16TOC-4258.csv,CALIFORNIA ST,26TH AVE,Intersection
./out/16TOC-4258.csv,CALIFORNIA ST,27TH AVE,Intersection
./out/16TOC-4258.csv,CLEMENT ST,26TH AVE,Intersection
./out/16TOC-4258.csv,CLEMENT ST,27TH AVE,Intersection
./out/16TOC-4258.csv,CLEMENT ST,28TH AVE,Intersection
./out/16TOC-4258.csv,CLEMENT ST,29TH AVE,Intersection
./out/16TOC-4258.csv,GEARY BLVD,26TH AVE,Intersection
./out/16TOC-4258.csv,GEARY BLVD,27TH AVE,Intersection
./out/16TOC-4258.csv,GEARY BLVD,28TH AVE,Intersection
./out/16TOC-4258.csv,GEARY BLVD,29TH AVE,Intersection
./out/16TOC-4258.csv,LAKE ST,26TH AVE,Intersection
./out/16TOC-4258.csv,LAKE ST,27TH AVE,Intersection
./out/16TOC-4317.csv,30TH AVE,CALIFORNIA ST,CLEMENT ST
./out/16TOC-4317.csv,30TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-4317.csv,30TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-4317.csv,30TH AVE,ANZA ST,BALBOA ST
./out/16TOC-4317.csv,30TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4317.csv,30TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-4317.csv,31ST AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4317.csv,31ST AVE,CABRILLO ST,FULTON ST
./out/16TOC-4317.csv,32ND AVE,CALIFORNIA ST,MARVEL CT
./out/16TOC-4317.csv,32ND AVE,MARVEL CT,CLEMENT ST
./out/16TOC-4317.csv,32ND AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-4317.csv,32ND AVE,GEARY BLVD,ANZA ST
./out/16TOC-4317.csv,32ND AVE,ANZA ST,BALBOA ST
./out/16TOC-4317.csv,32ND AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4317.csv,ANZA ST,30TH AVE,Intersection
./out/16TOC-4317.csv,ANZA ST,32ND AVE,Intersection
./out/16TOC-4317.csv,BALBOA ST,30TH AVE,Intersection
./out/16TOC-4317.csv,BALBOA ST,31ST AVE,Intersection
./out/16TOC-4317.csv,BALBOA ST,32ND AVE,Intersection
./out/16TOC-4317.csv,CABRILLO ST,30TH AVE,Intersection
./out/16TOC-4317.csv,CABRILLO ST,31ST AVE,Intersection
./out/16TOC-4317.csv,CALIFORNIA ST,30TH AVE,Intersection
./out/16TOC-4317.csv,CALIFORNIA ST,32ND AVE,Intersection
./out/16TOC-4317.csv,CLEMENT ST,30TH AVE,Intersection
./out/16TOC-4317.csv,CLEMENT ST,32ND AVE,Intersection
./out/16TOC-4317.csv,GEARY BLVD,30TH AVE,Intersection
./out/16TOC-4317.csv,GEARY BLVD,32ND AVE,Intersection
./out/16TOC-4317.csv,MARVEL CT,32ND AVE,Intersection
./out/16TOC-4448.csv,18TH AVE,JUDAH ST,KIRKHAM ST
./out/16TOC-4448.csv,18TH AVE,KIRKHAM ST,LAWTON ST
./out/16TOC-4448.csv,18TH AVE,LAWTON ST,MORAGA ST
./out/16TOC-4448.csv,18TH AVE,MORAGA ST,NORIEGA ST
./out/16TOC-4448.csv,18TH AVE,NORIEGA ST,ORTEGA ST
./out/16TOC-4448.csv,18TH AVE,ORTEGA ST,PACHECO ST
./out/16TOC-4448.csv,18TH AVE,PACHECO ST,QUINTARA ST
./out/16TOC-4448.csv,18TH AVE,QUINTARA ST,RIVERA ST
./out/16TOC-4448.csv,18TH AVE,RIVERA ST,SANTIAGO ST
./out/16TOC-4448.csv,18TH AVE,SANTIAGO ST,TARAVAL ST
./out/16TOC-4448.csv,18TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4448.csv,18TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4448.csv,18TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4448.csv,KIRKHAM ST,08TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,09TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,10TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,11TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,12TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,FUNSTON AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,15TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,16TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,17TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,18TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,19TH AVE,Intersection
./out/16TOC-4448.csv,KIRKHAM ST,07TH AVE,08TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,08TH AVE,09TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,09TH AVE,10TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,10TH AVE,11TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,11TH AVE,12TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,12TH AVE,FUNSTONAVE
./out/16TOC-4448.csv,KIRKHAM ST,FUNSTON AVE,14TH AVE \LURLINE ST
./out/16TOC-4448.csv,KIRKHAM ST,14TH AVE \LURLINE ST,15TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,15TH AVE,16TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,16TH AVE,17TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,17TH AVE,18TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,18TH AVE,19TH AVE
./out/16TOC-4448.csv,KIRKHAM ST,19TH AVE,20TH AVE
./out/16TOC-4448.csv,LAWTON ST,18TH AVE,Intersection
./out/16TOC-4448.csv,LURLINE ST,14TH AVE \KIRKHAM ST,Intersection
./out/16TOC-4448.csv,MORAGA ST,18TH AVE,Intersection
./out/16TOC-4448.csv,NORIEGA ST,18TH AVE,Intersection
./out/16TOC-4448.csv,PACHECO ST,18TH AVE,Intersection
./out/16TOC-4448.csv,QUINTARA ST,15TH AVE \FANNING WAY,16TH AVE
./out/16TOC-4448.csv,QUINTARA ST,16TH AVE,17TH AVE
./out/16TOC-4448.csv,QUINTARA ST,17TH AVE,18TH AVE
./out/16TOC-4448.csv,QUINTARA ST,18TH AVE,19TH AVE
./out/16TOC-4448.csv,QUINTARA ST,16TH AVE,Intersection
./out/16TOC-4448.csv,QUINTARA ST,17TH AVE,Intersection
./out/16TOC-4448.csv,QUINTARA ST,18TH AVE,Intersection
./out/16TOC-4448.csv,RIVERA ST,18TH AVE,Intersection
./out/16TOC-4448.csv,SANTIAGO ST,18TH AVE,Intersection
./out/16TOC-4448.csv,TARAVAL ST,18TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,17TH AVE,18TH AVE
./out/16TOC-4448.csv,ULLOA ST,18TH AVE,19TH AVE
./out/16TOC-4448.csv,ULLOA ST,19TH AVE,20TH AVE
./out/16TOC-4448.csv,ULLOA ST,20TH AVE,21ST AVE
./out/16TOC-4448.csv,ULLOA ST,21ST AVE,22ND AVE
./out/16TOC-4448.csv,ULLOA ST,22ND AVE,23RD AVE
./out/16TOC-4448.csv,ULLOA ST,23RD AVE,24TH AVE
./out/16TOC-4448.csv,ULLOA ST,24TH AVE,25TH AVE
./out/16TOC-4448.csv,ULLOA ST,25TH AVE,26TH AVE
./out/16TOC-4448.csv,ULLOA ST,26TH AVE,27TH AVE
./out/16TOC-4448.csv,ULLOA ST,27TH AVE,28TH AVE
./out/16TOC-4448.csv,ULLOA ST,28TH AVE,29TH AVE
./out/16TOC-4448.csv,ULLOA ST,29TH AVE,30TH AVE
./out/16TOC-4448.csv,ULLOA ST,30TH AVE,31ST AVE
./out/16TOC-4448.csv,ULLOA ST,31ST AVE,32ND AVE
./out/16TOC-4448.csv,ULLOA ST,32ND AVE,33RD AVE
./out/16TOC-4448.csv,ULLOA ST,33RD AVE,34TH AVE
./out/16TOC-4448.csv,ULLOA ST,34TH AVE,35TH AVE
./out/16TOC-4448.csv,ULLOA ST,35TH AVE,36TH AVE
./out/16TOC-4448.csv,ULLOA ST,36TH AVE,SUNSET BLVD
./out/16TOC-4448.csv,ULLOA ST,SUNSET BLVD,37TH AVE
./out/16TOC-4448.csv,ULLOA ST,37TH AVE,38TH AVE
./out/16TOC-4448.csv,ULLOA ST,38TH AVE,39TH AVE
./out/16TOC-4448.csv,ULLOA ST,39TH AVE,40TH AVE
./out/16TOC-4448.csv,ULLOA ST,40TH AVE,41ST AVE
./out/16TOC-4448.csv,ULLOA ST,41ST AVE,42ND AVE
./out/16TOC-4448.csv,ULLOA ST,42ND AVE,43RD AVE
./out/16TOC-4448.csv,ULLOA ST,43RD AVE,44TH AVE
./out/16TOC-4448.csv,ULLOA ST,44TH AVE,45TH AVE
./out/16TOC-4448.csv,ULLOA ST,45TH AVE,46TH AVE
./out/16TOC-4448.csv,ULLOA ST,46TH AVE,47TH AVE
./out/16TOC-4448.csv,ULLOA ST,47TH AVE,48TH AVE \GREAT HWY
./out/16TOC-4448.csv,ULLOA ST,18TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,19TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,20TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,21ST AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,22ND AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,23RD AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,24TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,25TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,26TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,27TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,28TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,29TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,30TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,31ST AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,32ND AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,33RD AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,34TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,35TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,36TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,37TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,38TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,SUNSET BLVD,Intersection
./out/16TOC-4448.csv,ULLOA ST,39TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,40TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,41ST AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,42ND AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,43RD AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,44TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,45TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,46TH AVE,Intersection
./out/16TOC-4448.csv,ULLOA ST,47TH AVE,Intersection
./out/16TOC-4448.csv,VICENTE ST,FOREST SIDEAVE,14TH AVE
./out/16TOC-4448.csv,VICENTE ST,14TH AVE,15TH AVE
./out/16TOC-4448.csv,VICENTE ST,15TH AVE,16TH AVE
./out/16TOC-4448.csv,VICENTE ST,16TH AVE,17TH AVE
./out/16TOC-4448.csv,VICENTE ST,17TH AVE,18TH AVE
./out/16TOC-4448.csv,VICENTE ST,18TH AVE,19TH AVE
./out/16TOC-4448.csv,VICENTE ST,14TH AVE,Intersection
./out/16TOC-4448.csv,VICENTE ST,15TH AVE,Intersection
./out/16TOC-4448.csv,VICENTE ST,16TH AVE,Intersection
./out/16TOC-4448.csv,VICENTE ST,17TH AVE,Intersection
./out/16TOC-4448.csv,VICENTE ST,18TH AVE,Intersection
./out/16TOC-4448.csv,VICENTE ST,18TH AVE,Intersection
./out/16TOC-4648.csv,44TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4648.csv,44TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4648.csv,44TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4648.csv,44TH AVE,WAWONA ST,SLOAT BLVD
./out/16TOC-4648.csv,45TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4648.csv,45TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4648.csv,45TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4648.csv,45TH AVE,WAWONA ST,SLOAT BLVD
./out/16TOC-4648.csv,46TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4648.csv,46TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4648.csv,46TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4648.csv,46TH AVE,WAWONA ST,SLOAT BLVD
./out/16TOC-4648.csv,47TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4648.csv,47TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4648.csv,47TH AVE,VICENTE ST,CUTLER AVE
./out/16TOC-4648.csv,47TH AVE,CUTLER AVE,WAWONA ST
./out/16TOC-4648.csv,47TH AVE,WAWONA ST,SLOAT BLVD
./out/16TOC-4648.csv,CUTLER AVE,47TH AVE,Intersection
./out/16TOC-4648.csv,SLOAT BLVD,46TH AVE,Intersection
./out/16TOC-4648.csv,ULLOA ST,44TH AVE,Intersection
./out/16TOC-4648.csv,ULLOA ST,45TH AVE,Intersection
./out/16TOC-4648.csv,ULLOA ST,46TH AVE,Intersection
./out/16TOC-4648.csv,ULLOA ST,47TH AVE,Intersection
./out/16TOC-4648.csv,VICENTE ST,44TH AVE,Intersection
./out/16TOC-4648.csv,VICENTE ST,45TH AVE,Intersection
./out/16TOC-4648.csv,VICENTE ST,46TH AVE,Intersection
./out/16TOC-4648.csv,VICENTE ST,47TH AVE,Intersection
./out/16TOC-4648.csv,WAWONA ST,44TH AVE,Intersection
./out/16TOC-4648.csv,WAWONA ST,45TH AVE,Intersection
./out/16TOC-4648.csv,WAWONA ST,46TH AVE,Intersection
./out/16TOC-4648.csv,WAWONA ST,47TH AVE,Intersection
./out/16TOC-4703.csv,33RD AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-4703.csv,33RD AVE,GEARY BLVD,ANZA ST
./out/16TOC-4703.csv,33RD AVE,ANZA ST,BALBOA ST
./out/16TOC-4703.csv,33RD AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4703.csv,34TH AVE,CLEMENT ST \LEGION OFHONOR DR,GEARY BLVD
./out/16TOC-4703.csv,34TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-4703.csv,34TH AVE,ANZA ST,BALBOA ST
./out/16TOC-4703.csv,34TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4703.csv,34TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-4703.csv,35TH AVE,CLEMENT ST,GEARY BLVD
./out/16TOC-4703.csv,35TH AVE,GEARY BLVD,ANZA ST
./out/16TOC-4703.csv,35TH AVE,ANZA ST,BALBOA ST
./out/16TOC-4703.csv,35TH AVE,BALBOA ST,CABRILLO ST
./out/16TOC-4703.csv,35TH AVE,CABRILLO ST,FULTON ST
./out/16TOC-4703.csv,ANZA ST,33RD AVE,Intersection
./out/16TOC-4703.csv,ANZA ST,34TH AVE,Intersection
./out/16TOC-4703.csv,ANZA ST,35TH AVE,Intersection
./out/16TOC-4703.csv,BALBOA ST,33RD AVE,Intersection
./out/16TOC-4703.csv,BALBOA ST,34TH AVE,Intersection
./out/16TOC-4703.csv,BALBOA ST,35TH AVE,Intersection
./out/16TOC-4703.csv,CABRILLO ST,34TH AVE,Intersection
./out/16TOC-4703.csv,CABRILLO ST,35TH AVE,Intersection
./out/16TOC-4703.csv,GEARY BLVD,33RD AVE,Intersection
./out/16TOC-4703.csv,GEARY BLVD,34TH AVE,Intersection
./out/16TOC-4703.csv,GEARY BLVD,35TH AVE,Intersection
./out/16TOC-4705.csv,40TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4705.csv,40TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4705.csv,40TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4705.csv,40TH AVE,WAWONA ST,YORBA ST
./out/16TOC-4705.csv,41ST AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4705.csv,41ST AVE,ULLOA ST,VICENTE ST
./out/16TOC-4705.csv,42ND AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4705.csv,42ND AVE,ULLOA ST,VICENTE ST
./out/16TOC-4705.csv,42ND AVE,VICENTE ST,WAWONA ST
./out/16TOC-4705.csv,42ND AVE,WAWONA ST,SLOAT BLVD
./out/16TOC-4705.csv,43RD AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4705.csv,43RD AVE,ULLOA ST,VICENTE ST
./out/16TOC-4705.csv,43RD AVE,VICENTE ST,WAWONA ST
./out/16TOC-4705.csv,43RD AVE,WAWONA ST,SLOAT BLVD
./out/16TOC-4705.csv,ULLOA ST,40TH AVE,Intersection
./out/16TOC-4705.csv,ULLOA ST,41ST AVE,Intersection
./out/16TOC-4705.csv,ULLOA ST,42ND AVE,Intersection
./out/16TOC-4705.csv,ULLOA ST,43RD AVE,Intersection
./out/16TOC-4705.csv,VICENTE ST,42ND AVE,Intersection
./out/16TOC-4705.csv,VICENTE ST,40TH AVE,Intersection
./out/16TOC-4705.csv,VICENTE ST,43RD AVE,Intersection
./out/16TOC-4705.csv,WAWONA ST,40TH AVE,Intersection
./out/16TOC-4705.csv,WAWONA ST,42ND AVE,Intersection
./out/16TOC-4705.csv,WAWONA ST,43RD AVE,Intersection
./out/16TOC-4852.csv,37TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4852.csv,37TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4852.csv,37TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4852.csv,37TH AVE,WAWONA ST,YORBA ST
./out/16TOC-4852.csv,37TH AVE,YORBA ST,SLOAT BLVD
./out/16TOC-4852.csv,38TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4852.csv,38TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4852.csv,38TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4852.csv,38TH AVE,WAWONA ST,YORBA ST
./out/16TOC-4852.csv,39TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4852.csv,39TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4852.csv,ULLOA ST,37TH AVE,Intersection
./out/16TOC-4852.csv,ULLOA ST,38TH AVE,Intersection
./out/16TOC-4852.csv,ULLOA ST,39TH AVE,Intersection
./out/16TOC-4852.csv,VICENTE ST,37TH AVE,Intersection
./out/16TOC-4852.csv,VICENTE ST,38TH AVE,Intersection
./out/16TOC-4852.csv,WAWONA ST,37TH AVE,Intersection
./out/16TOC-4852.csv,WAWONA ST,38TH AVE,Intersection
./out/16TOC-4852.csv,YORBA ST,37TH AVE,Intersection
./out/16TOC-4921.csv,34TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4921.csv,34TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4921.csv,35TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4921.csv,35TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4921.csv,35TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4921.csv,35TH AVE,WAWONA ST,YORBA ST
./out/16TOC-4921.csv,35TH AVE,YORBA ST,EASEMENT
./out/16TOC-4921.csv,35TH AVE,EASEMENT,SLOAT BLVD
./out/16TOC-4921.csv,36TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4921.csv,36TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4921.csv,36TH AVE,VICENTE ST,WAWONA ST
./out/16TOC-4921.csv,36TH AVE,WAWONA ST,YORBA ST
./out/16TOC-4921.csv,EASEMENT,35TH AVE,Intersection
./out/16TOC-4921.csv,ULLOA ST,34TH AVE,Intersection
./out/16TOC-4921.csv,ULLOA ST,35TH AVE,Intersection
./out/16TOC-4921.csv,ULLOA ST,36TH AVE,Intersection
./out/16TOC-4921.csv,VICENTE ST,35TH AVE,Intersection
./out/16TOC-4921.csv,VICENTE ST,36TH AVE,Intersection
./out/16TOC-4921.csv,WAWONA ST,35TH AVE,Intersection
./out/16TOC-4921.csv,WAWONA ST,36TH AVE,Intersection
./out/16TOC-4921.csv,YORBA ST,35TH AVE,Intersection
./out/16TOC-4985.csv,30TH AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4985.csv,30TH AVE,ULLOA ST,VICENTE ST
./out/16TOC-4985.csv,30TH AVE,VICENTE ST,ESCOLTAWAY
./out/16TOC-4985.csv,30TH AVE,ESCOLTA WAY,WAWONA ST
./out/16TOC-4985.csv,31ST AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4985.csv,31ST AVE,ULLOA ST,VICENTE ST
./out/16TOC-4985.csv,31ST AVE,VICENTE ST,ESCOLTAWAY
./out/16TOC-4985.csv,32ND AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4985.csv,32ND AVE,ULLOA ST,VICENTE ST
./out/16TOC-4985.csv,33RD AVE,TARAVAL ST,ULLOA ST
./out/16TOC-4985.csv,33RD AVE,ULLOA ST,VICENTE ST
./out/16TOC-4985.csv,33RD AVE,VICENTE ST,WAWONA ST
./out/16TOC-4985.csv,ESCOLTA WAY,30TH AVE,Intersection
./out/16TOC-4985.csv,ESCOLTA WAY,31ST AVE,Intersection
./out/16TOC-4985.csv,ESCOLTA WAY,30TH AVE,31ST AVE
./out/16TOC-4985.csv,ESCOLTA WAY,31ST AVE,WAWONA ST
./out/16TOC-4985.csv,ULLOA ST,30TH AVE,Intersection
./out/16TOC-4985.csv,ULLOA ST,31ST AVE,Intersection
./out/16TOC-4985.csv,ULLOA ST,32ND AVE,Intersection
./out/16TOC-4985.csv,ULLOA ST,33RD AVE,Intersection
./out/16TOC-4985.csv,VICENTE ST,30TH AVE,Intersection
./out/16TOC-4985.csv,VICENTE ST,31ST AVE,Intersection
./out/16TOC-4985.csv,VICENTE ST,33RD AVE,Intersection
./out/16TOC-4985.csv,WAWONA ST,28TH AVE,30TH AVE
./out/16TOC-4985.csv,WAWONA ST,28TH AVE,30TH AVE
./out/16TOC-4985.csv,WAWONA ST,30TH AVE,ESCOLTAWAY
./out/16TOC-4985.csv,WAWONA ST,ESCOLTA WAY,33RD AVE
./out/16TOC-4985.csv,WAWONA ST,30TH AVE,Intersection
./out/16TOC-4985.csv,WAWONA ST,ESCOLTA WAY,Intersection
./out/16TOC-4985.csv,WAWONA ST,33RD AVE,Intersection
./out/16TOC-5017.csv,36TH AVE,CLEMENT ST,UNNAMED018
./out/16TOC-5017.csv,36TH AVE,UNNAMED 018,SHORE VIEWAVE
./out/16TOC-5017.csv,36TH AVE,SHORE VIEWAVE,UNNAMED010
./out/16TOC-5017.csv,36TH AVE,UNNAMED 010,GEARY BLVD
./out/16TOC-5017.csv,36TH AVE,GEARY BLVD,ANZA ST
